cod_radio,pob_total,pob_adulta_mayor,pct_adulta_mayor
020352002,1245,244,19.6
020352003,1138,179,15.73
020352004,793,136,17.15
020352005,830,134,16.14
020352006,926,186,20.09
020352007,635,100,15.75
020352008,1031,165,16.0
020352009,842,173,20.55
020352010,1109,191,17.22
020352011,724,145,20.03
020352012,966,156,16.15
020352101,597,94,15.75
020352102,851,172,20.21
020352103,761,124,16.29
020352104,1117,186,16.65
020352105,705,120,17.02
020352106,836,130,15.55
020352107,839,142,16.92
020352108,558,124,22.22
020352109,587,103,17.55
020352110,597,118,19.77
020352111,719,133,18.5
020352112,688,135,19.62
020352201,747,144,19.28
020352202,904,147,16.26
020352203,802,144,17.96
020352204,1022,188,18.4
020352205,717,107,14.92
020352206,860,143,16.63
020352207,1556,308,19.79
020352208,630,109,17.3
020352209,939,175,18.64
020352210,773,119,15.39
020352211,798,145,18.17
020352212,902,175,19.4
020352213,582,99,17.01
020420101,732,128,17.49
020420102,891,177,19.87
020420103,948,159,16.77
020420104,849,140,16.49
020420105,1174,162,13.8
020420106,1078,194,18.0
020420107,621,112,18.04
020420108,789,108,13.69
020420109,689,102,14.8
020420110,461,93,20.17
020420111,1057,185,17.5
020420112,622,119,19.13
020420201,1481,231,15.6
020420202,967,206,21.3
020420203,766,163,21.28
020420204,764,140,18.32
020420205,612,142,23.2
020420206,945,174,18.41
020420207,912,131,14.36
020420208,1030,182,17.67
020420209,530,88,16.6
020420210,1017,173,17.01
020420211,840,156,18.57
020420212,923,157,17.01
020420301,934,177,18.95
020420302,839,155,18.47
020420303,855,143,16.73
020420304,685,98,14.31
020420305,778,141,18.12
020420306,969,167,17.23
020420307,922,173,18.76
020420308,720,126,17.5
020420309,650,87,13.38
020420310,937,221,23.59
020420311,610,94,15.41
020420401,626,111,17.73
020420402,1074,194,18.06
020420403,1160,228,19.66
020420404,1147,224,19.53
020420405,808,144,17.82
020420406,1305,163,12.49
020420407,742,140,18.87
020420408,1281,232,18.11
020420409,951,202,21.24
020420410,1172,201,17.15
020420411,959,180,18.77
020420412,502,102,20.32
020420501,714,129,18.07
020420502,832,140,16.83
020420503,943,161,17.07
020420504,813,168,20.66
020420505,1029,176,17.1
020420506,740,142,19.19
020420507,1115,194,17.4
020420508,552,112,20.29
020420509,721,151,20.94
020420510,1127,220,19.52
020420511,943,181,19.19
020420512,420,85,20.24
020420513,380,60,15.79
020420601,1484,276,18.6
020420602,2217,446,20.12
020420603,1178,253,21.48
020420604,742,161,21.7
020420605,578,106,18.34
020420606,1090,186,17.06
020420607,1008,183,18.15
020420608,1211,227,18.74
020420609,859,179,20.84
020420701,800,147,18.38
020420702,1261,195,15.46
020420703,671,123,18.33
020420704,1265,233,18.42
020420705,1118,215,19.23
020420706,804,158,19.65
020420707,1267,189,14.92
020420708,796,149,18.72
020420709,1003,179,17.85
020420710,843,183,21.71
020420711,820,136,16.59
020420712,939,154,16.4
020420713,598,98,16.39
020420801,874,167,19.11
020420802,1025,175,17.07
020420803,780,164,21.03
020420804,710,125,17.61
020420805,679,123,18.11
020420806,1300,245,18.85
020420807,926,199,21.49
020420808,716,145,20.25
020420809,720,121,16.81
020420810,984,208,21.14
020420811,783,142,18.14
020420901,717,168,23.43
020420902,636,179,28.14
020420903,603,149,24.71
020420904,1159,344,29.68
020420905,331,74,22.36
020420906,959,244,25.44
020420907,686,165,24.05
020420908,569,141,24.78
020420909,858,241,28.09
020420910,838,182,21.72
020421001,763,170,22.28
020421002,676,106,15.68
020421003,917,198,21.59
020421004,692,130,18.79
020421005,895,230,25.7
020421006,1007,228,22.64
020421007,613,140,22.84
020421008,1360,303,22.28
020421009,744,160,21.51
020421010,1030,237,23.01
020421101,1303,201,15.43
020421102,624,103,16.51
020421103,994,209,21.03
020421104,826,132,15.98
020421105,1668,264,15.83
020421106,918,157,17.1
020421107,805,145,18.01
020421108,1014,184,18.15
020421109,889,187,21.03
020421110,605,123,20.33
020421201,489,80,16.36
020421202,893,148,16.57
020421203,938,145,15.46
020421204,404,84,20.79
020421205,740,135,18.24
020421206,573,124,21.64
020421207,897,171,19.06
020421208,771,155,20.1
020421209,644,118,18.32
020421210,543,121,22.28
020421211,680,143,21.03
020421212,354,50,14.12
020421301,836,182,21.77
020421302,1230,306,24.88
020421303,735,174,23.67
020421304,1371,296,21.59
020421305,983,225,22.89
020421306,684,167,24.42
020421307,579,93,16.06
020421308,493,69,14.0
020421309,478,109,22.8
020421310,658,130,19.76
020421311,500,75,15.0
020421312,812,116,14.29
020421313,678,138,20.35
020421401,922,215,23.32
020421402,770,149,19.35
020421403,736,159,21.6
020421404,1140,237,20.79
020421405,1238,256,20.68
020421406,732,139,18.99
020421407,532,89,16.73
020421408,594,134,22.56
020421409,996,193,19.38
020421410,784,128,16.33
020421411,577,122,21.14
020421412,648,87,13.43
020421501,814,149,18.3
020421502,1740,402,23.1
020421503,830,144,17.35
020421504,826,195,23.61
020421505,965,197,20.41
020421506,865,208,24.05
020421507,966,142,14.7
020421508,790,115,14.56
020421509,586,127,21.67
020421510,786,112,14.25
020421601,670,151,22.54
020421602,970,178,18.35
020421603,749,115,15.35
020421604,809,153,18.91
020421605,1208,238,19.7
020421606,1113,226,20.31
020421607,1144,235,20.54
020421608,1052,140,13.31
020421609,1381,194,14.05
020421610,286,45,15.73
020421611,978,193,19.73
020421612,655,127,19.39
020421613,887,172,19.39
020421614,1080,186,17.22
020421701,811,180,22.19
020421702,974,223,22.9
020421703,784,130,16.58
020421704,808,230,28.47
020421705,1764,418,23.7
020421706,1485,290,19.53
020421707,633,141,22.27
020421801,720,204,28.33
020421802,861,232,26.95
020421803,730,186,25.48
020421804,758,185,24.41
020421805,920,244,26.52
020421806,1088,307,28.22
020421807,1066,282,26.45
020421808,1034,251,24.27
020421809,889,233,26.21
020421901,804,256,31.84
020421902,1399,399,28.52
020421903,1296,302,23.3
020421904,938,189,20.15
020421905,655,171,26.11
020421906,1036,226,21.81
020421907,951,208,21.87
020421908,873,180,20.62
020422001,556,127,22.84
020422002,653,117,17.92
020422003,1453,277,19.06
020422004,599,131,21.87
020422005,887,200,22.55
020422006,846,200,23.64
020422007,592,130,21.96
020422008,1297,301,23.21
020422009,1063,235,22.11
020422010,949,196,20.65
020422101,861,162,18.82
020422102,1078,251,23.28
020422103,843,195,23.13
020422104,708,149,21.05
020422105,938,179,19.08
020422106,533,118,22.14
020422107,1025,139,13.56
020422108,831,137,16.49
020422109,973,157,16.14
020422110,939,222,23.64
020422111,1155,237,20.52
020422112,525,106,20.19
020490101,725,92,12.69
020490102,906,127,14.02
020490103,804,122,15.17
020490104,469,77,16.42
020490105,434,48,11.06
020490106,352,59,16.76
020490107,322,59,18.32
020490108,748,117,15.64
020490109,699,84,12.02
020490110,753,132,17.53
020490111,453,50,11.04
020490201,930,193,20.75
020490202,1245,217,17.43
020490203,821,150,18.27
020490204,1106,165,14.92
020490205,851,168,19.74
020490206,1139,193,16.94
020490207,788,114,14.47
020490208,781,148,18.95
020490209,932,180,19.31
020490301,979,174,17.77
020490302,1048,215,20.52
020490303,969,153,15.79
020490304,990,173,17.47
020490305,804,136,16.92
020490306,1030,164,15.92
020490307,650,112,17.23
020490308,865,152,17.57
020490309,776,114,14.69
020490310,598,116,19.4
020490311,686,79,11.52
020490312,649,95,14.64
020490313,827,145,17.53
020490401,892,160,17.94
020490402,769,154,20.03
020490403,1019,203,19.92
020490404,1102,200,18.15
020490405,910,180,19.78
020490406,907,149,16.43
020490407,693,106,15.3
020490408,651,123,18.89
020490409,619,106,17.12
020490410,1366,209,15.3
020490411,867,110,12.69
020490501,835,226,27.07
020490502,709,168,23.7
020490503,424,46,10.85
020490504,1102,264,23.96
020490505,788,142,18.02
020490506,740,155,20.95
020490507,922,156,16.92
020490508,735,128,17.41
020490509,1177,196,16.65
020490510,707,139,19.66
020490511,860,192,22.33
020490601,1099,190,17.29
020490602,838,152,18.14
020490603,832,134,16.11
020490604,772,111,14.38
020490605,1153,208,18.04
020490606,801,158,19.73
020490607,921,173,18.78
020490608,447,100,22.37
020490609,661,170,25.72
020490701,601,129,21.46
020490702,497,87,17.51
020490703,1143,250,21.87
020490704,675,128,18.96
020490705,638,134,21.0
020490706,1319,206,15.62
020490707,654,108,16.51
020490708,741,109,14.71
020490709,1147,195,17.0
020490710,1091,212,19.43
020490711,751,184,24.5
020490801,747,174,23.29
020490802,1211,197,16.27
020490803,638,134,21.0
020490804,997,169,16.95
020490805,1183,209,17.67
020490806,1058,192,18.15
020490807,676,165,24.41
020490808,1175,206,17.53
020490901,759,140,18.45
020490902,643,142,22.08
020490903,676,150,22.19
020490904,848,163,19.22
020490905,666,140,21.02
020490906,1239,210,16.95
020490907,819,175,21.37
020490908,1423,269,18.9
020490909,886,140,15.8
020490910,998,176,17.64
020490911,748,102,13.64
020491001,1055,233,22.09
020491002,593,110,18.55
020491003,585,143,24.44
020491004,724,185,25.55
020491005,739,151,20.43
020491006,1074,217,20.2
020491007,883,201,22.76
020491008,1231,260,21.12
020491009,813,176,21.65
020491010,1038,243,23.41
020491101,911,201,22.06
020491102,948,212,22.36
020491103,995,235,23.62
020491104,1223,285,23.3
020491105,749,158,21.09
020491106,1073,193,17.99
020491107,1240,278,22.42
020491108,656,132,20.12
020491109,1121,279,24.89
020491110,726,185,25.48
020491111,859,176,20.49
020491201,1140,256,22.46
020491202,641,106,16.54
020491203,809,165,20.4
020491204,768,166,21.61
020491205,732,151,20.63
020491206,917,167,18.21
020491207,670,131,19.55
020491208,905,154,17.02
020491209,885,176,19.89
020491301,964,189,19.61
020491302,953,199,20.88
020491303,1117,167,14.95
020491304,705,184,26.1
020491305,784,194,24.74
020491306,789,165,20.91
020491307,848,137,16.16
020491308,861,115,13.36
020491309,511,96,18.79
020491310,602,122,20.27
020491311,885,174,19.66
020491312,694,126,18.16
020491313,595,118,19.83
020491314,676,104,15.38
020491315,430,84,19.53
020491401,912,166,18.2
020491402,1027,172,16.75
020491403,736,115,15.62
020491404,687,128,18.63
020491405,891,133,14.93
020491406,1038,167,16.09
020491407,937,151,16.12
020491408,839,151,18.0
020491409,731,120,16.42
020491410,662,113,17.07
020491411,1063,183,17.22
020491412,916,152,16.59
020491413,693,116,16.74
020491501,906,127,14.02
020491502,790,142,17.97
020491503,958,148,15.45
020491504,683,118,17.28
020491505,746,121,16.22
020491506,833,174,20.89
020491507,762,160,21.0
020491508,790,120,15.19
020491509,1048,207,19.75
020491510,1075,166,15.44
020491511,1056,161,15.25
020491601,702,157,22.36
020491602,748,150,20.05
020491603,766,170,22.19
020491604,767,133,17.34
020491605,736,123,16.71
020491606,832,149,17.91
020491607,1111,202,18.18
020491608,1033,127,12.29
020491609,1399,179,12.79
020491701,1010,38,3.76
020491702,256,9,3.52
020491703,108,3,2.78
020491704,178,29,16.29
020491705,86,5,5.81
020491706,256,24,9.38
020491707,237,5,2.11
020491708,105,5,4.76
020491709,198,4,2.02
020491710,267,8,3.0
020491711,87,4,4.6
020491712,115,1,0.87
020491713,68,3,4.41
020491801,235,10,4.26
020491802,208,7,3.37
020491803,249,11,4.42
020491804,279,20,7.17
020491805,311,33,10.61
020491806,416,14,3.37
020491807,603,72,11.94
020491808,204,26,12.75
020491809,193,14,7.25
020491810,184,13,7.07
020491811,70,5,7.14
020491812,39,0,0.0
020491813,407,16,3.93
020491901,897,85,9.48
020491902,899,77,8.57
020491903,1038,94,9.06
020491904,1314,127,9.67
020491905,1000,72,7.2
020491906,1306,134,10.26
020492001,1080,216,20.0
020492002,622,135,21.7
020492003,753,160,21.25
020492004,722,103,14.27
020492005,867,136,15.69
020492006,791,146,18.46
020492007,747,122,16.33
020492008,1446,223,15.42
020492009,961,137,14.26
020492010,1548,221,14.28
020492011,1078,145,13.45
020492012,760,112,14.74
020492013,1361,266,19.54
020492101,1219,214,17.56
020492102,909,165,18.15
020492103,1231,254,20.63
020492104,572,126,22.03
020492105,682,151,22.14
020492106,724,158,21.82
020492107,896,199,22.21
020492108,460,99,21.52
020492109,945,177,18.73
020492110,1011,251,24.83
020492111,904,188,20.8
020492112,805,149,18.51
020492113,450,66,14.67
020492114,543,92,16.94
020492201,925,154,16.65
020492202,708,105,14.83
020492203,1060,208,19.62
020492204,997,232,23.27
020492205,1020,151,14.8
020492206,1082,183,16.91
020492207,697,139,19.94
020492208,717,115,16.04
020492209,531,133,25.05
020492210,779,140,17.97
020492211,799,196,24.53
020492212,583,147,25.21
020492213,760,177,23.29
020492214,645,104,16.12
020492301,799,157,19.65
020492302,784,118,15.05
020492303,715,129,18.04
020492304,553,126,22.78
020492305,764,132,17.28
020492306,810,119,14.69
020492307,968,166,17.15
020492308,923,142,15.38
020492309,924,220,23.81
020492310,599,75,12.52
020492401,997,199,19.96
020492402,873,137,15.69
020492403,939,168,17.89
020492404,1115,180,16.14
020492405,1035,172,16.62
020492406,1101,166,15.08
020492407,973,144,14.8
020492408,866,180,20.79
020492409,1117,188,16.83
020492410,1144,170,14.86
020492411,966,180,18.63
020560101,1504,97,6.45
020560102,982,112,11.41
020560103,1422,75,5.27
020560104,818,61,7.46
020560105,1103,66,5.98
020560106,790,33,4.18
020560107,1172,74,6.31
020560108,830,99,11.93
020560109,1146,89,7.77
020560110,703,38,5.41
020560111,684,33,4.82
020560112,884,21,2.38
020560113,947,24,2.53
020560114,2219,47,2.12
020560115,868,34,3.92
020560116,1036,68,6.56
020560117,968,49,5.06
020560118,676,42,6.21
020560119,1010,64,6.34
020560120,791,50,6.32
020560121,1593,40,2.51
020560122,1147,52,4.53
020560123,1306,31,2.37
020560124,539,25,4.64
020560201,1201,147,12.24
020560202,589,81,13.75
020560203,484,53,10.95
020560204,877,117,13.34
020560205,615,69,11.22
020560206,651,117,17.97
020560207,1227,151,12.31
020560208,937,99,10.57
020560209,875,150,17.14
020560210,669,113,16.89
020560301,1108,151,13.63
020560302,816,128,15.69
020560303,672,114,16.96
020560304,681,134,19.68
020560305,906,162,17.88
020560306,740,99,13.38
020560307,606,101,16.67
020560308,1513,41,2.71
020560309,883,49,5.55
020560310,1042,55,5.28
020560311,1822,71,3.9
020560312,466,23,4.94
020560313,1114,58,5.21
020560314,351,26,7.41
020560401,976,124,12.7
020560402,638,100,15.67
020560403,858,119,13.87
020560404,721,109,15.12
020560405,929,175,18.84
020560406,1130,186,16.46
020560407,831,148,17.81
020560408,902,181,20.07
020560409,811,154,18.99
020560410,996,164,16.47
020560411,796,136,17.09
020560501,822,135,16.42
020560502,731,120,16.42
020560503,971,138,14.21
020560504,805,146,18.14
020560505,608,109,17.93
020560506,890,148,16.63
020560507,1031,157,15.23
020560508,561,104,18.54
020560509,845,121,14.32
020560510,970,166,17.11
020560511,879,196,22.3
020560601,774,148,19.12
020560602,1036,220,21.24
020560603,942,207,21.97
020560604,789,160,20.28
020560605,1082,191,17.65
020560606,1161,147,12.66
020560607,958,137,14.3
020560608,788,147,18.65
020560609,936,150,16.03
020560610,906,135,14.9
020560611,777,85,10.94
020560701,1424,121,8.5
020560702,1406,116,8.25
020560703,846,52,6.15
020560704,1547,48,3.1
020560705,1178,25,2.12
020560706,1399,42,3.0
020560707,1542,45,2.92
020560708,1766,30,1.7
020560709,1275,29,2.27
020560710,1067,28,2.62
020560711,954,52,5.45
020560712,1683,99,5.88
020560713,1623,91,5.61
020560714,1361,37,2.72
020560715,986,44,4.46
020560716,748,20,2.67
020560801,857,163,19.02
020560802,984,177,17.99
020560803,845,142,16.8
020560804,896,186,20.76
020560805,982,167,17.01
020560806,863,162,18.77
020560807,788,157,19.92
020560808,504,72,14.29
020560809,844,135,16.0
020560810,1022,141,13.8
020560811,773,156,20.18
020560901,773,146,18.89
020560902,939,199,21.19
020560903,1086,204,18.78
020560904,811,161,19.85
020560905,809,150,18.54
020560906,812,120,14.78
020560907,783,147,18.77
020560908,788,170,21.57
020560909,1048,193,18.42
020561001,779,140,17.97
020561002,746,130,17.43
020561003,1203,182,15.13
020561004,2321,416,17.92
020561005,1902,310,16.3
020561006,1681,251,14.93
020561007,1864,275,14.75
020561008,1208,84,6.95
020561101,2779,489,17.6
020561102,2067,313,15.14
020561103,2490,425,17.07
020561104,1764,352,19.95
020561105,1166,194,16.64
020561201,820,161,19.63
020561202,1121,207,18.47
020561203,1049,204,19.45
020561204,1975,237,12.0
020561205,941,182,19.34
020561206,826,149,18.04
020561207,1000,161,16.1
020561301,503,20,3.98
020561302,452,57,12.61
020561303,1020,148,14.51
020561304,1481,234,15.8
020561305,1022,203,19.86
020561306,685,103,15.04
020561307,837,137,16.37
020561308,845,145,17.16
020561309,1095,32,2.92
020561310,953,17,1.78
020561311,893,19,2.13
020561401,1428,66,4.62
020561402,892,47,5.27
020561403,1151,58,5.04
020561404,1997,162,8.11
020561405,1217,143,11.75
020561406,856,139,16.24
020561407,1054,167,15.84
020561408,777,152,19.56
020561409,1070,131,12.24
020561410,958,150,15.66
020561411,1426,40,2.81
020561501,1008,33,3.27
020561502,1222,40,3.27
020561503,1613,58,3.6
020561504,874,32,3.66
020561505,998,39,3.91
020561506,1025,39,3.8
020561507,962,44,4.57
020561508,996,37,3.71
020561509,1087,93,8.56
020561510,2082,229,11.0
020561511,656,15,2.29
020561512,808,17,2.1
020561513,678,28,4.13
020561514,975,41,4.21
020561515,1505,49,3.26
020561516,596,23,3.86
020561517,624,13,2.08
020561518,915,11,1.2
020561519,907,17,1.87
020561601,1025,127,12.39
020561602,710,70,9.86
020561603,1102,137,12.43
020561604,817,83,10.16
020561605,1109,151,13.62
020561606,785,96,12.23
020561607,1040,135,12.98
020561608,799,80,10.01
020561609,948,136,14.35
020561610,1082,160,14.79
020561701,706,130,18.41
020561702,379,89,23.48
020561703,492,110,22.36
020561704,656,127,19.36
020561705,1465,132,9.01
020561801,579,21,3.63
020561802,586,20,3.41
