cod_radio,hogares_total,hogares_nbi,pct_nbi
020701003,360,7,1.94
020701004,297,0,0.0
020701005,380,7,1.84
020701006,347,13,3.75
020701007,320,3,0.94
020701008,393,19,4.83
020701009,436,15,3.44
020701010,307,6,1.95
020701011,349,17,4.87
020701012,378,8,2.12
020701101,381,16,4.2
020701102,407,5,1.23
020701103,424,20,4.72
020701104,303,15,4.95
020701105,223,10,4.48
020701106,143,10,6.99
020701107,329,16,4.86
020701108,361,32,8.86
020701109,406,52,12.81
020701110,334,4,1.2
020701111,246,3,1.22
020701201,379,19,5.01
020701202,425,8,1.88
020701203,329,84,25.53
020701204,268,61,22.76
020701205,130,4,3.08
020701206,135,8,5.93
020701207,267,15,5.62
020701208,345,8,2.32
020701209,382,6,1.57
020701210,321,6,1.87
020701301,246,5,2.03
020701302,413,6,1.45
020701303,262,5,1.91
020701304,255,7,2.75
020701305,366,5,1.37
020701306,333,5,1.5
020701307,291,5,1.72
020701308,298,3,1.01
020701309,302,11,3.64
020701310,283,1,0.35
020701311,287,5,1.74
020701312,279,5,1.79
020701401,388,3,0.77
020701402,442,8,1.81
020701403,417,10,2.4
020701404,369,10,2.71
020701405,286,2,0.7
020701406,219,0,0.0
020701407,353,14,3.97
020701408,317,8,2.52
020701409,390,13,3.33
020701410,485,7,1.44
020701411,253,42,16.6
020701501,279,2,0.72
020701502,370,5,1.35
020701503,254,8,3.15
020701504,294,4,1.36
020701505,368,4,1.09
020701506,376,4,1.06
020701507,408,56,13.73
020701508,448,3,0.67
020701509,486,9,1.85
020701601,365,24,6.58
020701602,502,0,0.0
020701603,438,0,0.0
020701604,413,2,0.48
020701605,250,1,0.4
020701606,529,7,1.32
020701607,329,5,1.52
020701608,478,8,1.67
020701609,415,3,0.72
020701610,261,3,1.15
020701701,383,2,0.52
020701702,542,5,0.92
020701703,568,14,2.46
020701704,462,2,0.43
020701705,451,23,5.1
020701706,438,10,2.28
020701707,369,6,1.63
020701708,305,3,0.98
020701709,275,5,1.82
020701710,410,7,1.71
020701801,325,5,1.54
020701802,390,7,1.79
020701803,358,6,1.68
020701804,453,60,13.25
020701805,307,3,0.98
020701806,285,14,4.91
020701807,354,6,1.69
020701808,311,16,5.14
020701809,323,9,2.79
020701810,227,7,3.08
020701811,225,13,5.78
020701812,320,4,1.25
020701901,269,31,11.52
020701902,546,122,22.34
020701903,325,50,15.38
020701904,408,59,14.46
020701905,441,42,9.52
020701906,482,45,9.34
020701907,414,13,3.14
020701908,248,11,4.44
020701909,372,20,5.38
020701910,322,15,4.66
020701911,529,23,4.35
020701912,496,17,3.43
020701913,275,71,25.82
020770101,392,3,0.77
020770102,445,3,0.67
020770103,305,5,1.64
020770104,368,3,0.82
020770105,263,5,1.9
020770106,358,5,1.4
020770107,422,5,1.18
020770108,509,5,0.98
020770109,272,4,1.47
020770110,352,2,0.57
020770111,507,6,1.18
020770112,388,2,0.52
020770113,242,3,1.24
020770114,259,0,0.0
020770201,348,13,3.74
020770202,588,10,1.7
020770203,404,6,1.49
020770204,322,10,3.11
020770205,439,2,0.46
020770206,388,3,0.77
020770207,406,4,0.99
020770208,365,0,0.0
020770209,301,1,0.33
020770210,395,2,0.51
020770211,313,4,1.28
020770301,320,2,0.62
020770302,351,2,0.57
020770303,315,1,0.32
020770304,234,1,0.43
020770305,403,1,0.25
020770306,318,3,0.94
020770307,345,2,0.58
020770308,328,13,3.96
020770309,383,2,0.52
020770310,301,1,0.33
020770311,394,4,1.02
020770312,305,2,0.66
020770401,310,6,1.94
020770402,327,2,0.61
020770403,259,1,0.39
020770404,346,0,0.0
020770405,331,4,1.21
020770406,276,1,0.36
020770407,290,0,0.0
020770408,490,4,0.82
020770409,472,3,0.64
020770410,302,1,0.33
020770411,467,4,0.86
020770412,429,3,0.7
020770413,350,5,1.43
020770501,292,0,0.0
020770502,352,3,0.85
020770503,317,1,0.32
020770504,298,4,1.34
020770505,398,2,0.5
020770506,357,1,0.28
020770507,314,6,1.91
020770508,344,2,0.58
020770509,320,7,2.19
020770510,353,3,0.85
020770601,385,6,1.56
020770602,524,6,1.15
020770603,528,11,2.08
020770604,568,13,2.29
020770605,539,31,5.75
020770606,458,54,11.79
020770607,454,9,1.98
020770608,389,20,5.14
020770609,339,10,2.95
020770610,260,6,2.31
020770611,380,31,8.16
020770701,211,9,4.27
020770702,395,10,2.53
020770703,337,8,2.37
020770704,425,43,10.12
020770705,442,10,2.26
020770706,426,22,5.16
020770707,354,6,1.69
020770708,352,12,3.41
020770709,443,11,2.48
020770710,423,12,2.84
020770711,476,18,3.78
020770712,366,25,6.83
020770801,381,23,6.04
020770802,373,4,1.07
020770803,279,1,0.36
020770804,357,18,5.04
020770805,384,5,1.3
020770806,466,9,1.93
020770807,448,7,1.56
020770808,475,16,3.37
020770809,449,32,7.13
020770901,392,9,2.3
020770902,315,4,1.27
020770903,432,5,1.16
020770904,280,3,1.07
020770905,376,4,1.06
020770906,332,3,0.9
020770907,338,7,2.07
020770908,350,1,0.29
020770909,291,2,0.69
020770910,429,9,2.1
020770911,311,6,1.93
020770912,373,14,3.75
020771001,411,3,0.73
020771002,537,11,2.05
020771003,363,3,0.83
020771004,439,4,0.91
020771005,536,12,2.24
020771006,662,19,2.87
020771007,599,12,2.0
020771008,312,6,1.92
020771009,534,7,1.31
020771010,445,21,4.72
020771011,293,15,5.12
020771101,318,24,7.55
020771102,420,19,4.52
020771103,365,17,4.66
020771104,126,16,12.7
020771105,391,20,5.12
020771106,420,29,6.9
020771107,372,13,3.49
020771108,361,22,6.09
020771109,289,10,3.46
020771201,376,8,2.13
020771202,338,16,4.73
020771203,499,9,1.8
020771204,373,4,1.07
020771205,273,5,1.83
020771206,355,3,0.85
020771207,298,13,4.36
020771208,293,6,2.05
020771209,335,4,1.19
020771210,443,7,1.58
020771301,392,2,0.51
020771302,395,5,1.27
020771303,363,11,3.03
020771304,473,3,0.63
020771305,399,4,1.0
020771306,437,3,0.69
020771307,318,2,0.63
020771308,313,0,0.0
020771309,455,7,1.54
020771310,400,9,2.25
020771311,397,3,0.76
020771401,405,7,1.73
020771402,374,5,1.34
020771403,406,7,1.72
020771404,311,1,0.32
020771405,389,3,0.77
020771406,310,2,0.65
020771407,682,5,0.73
020771408,407,4,0.98
020771501,440,15,3.41
020771502,353,10,2.83
020771503,437,3,0.69
020771504,403,7,1.74
020771505,401,6,1.5
020771506,268,1,0.37
020771507,340,7,2.06
020771508,412,9,2.18
020771509,490,5,1.02
020771510,366,3,0.82
020771511,509,47,9.23
020771601,429,3,0.7
020771602,259,0,0.0
020771603,382,19,4.97
020771604,343,10,2.92
020771605,533,14,2.63
020771606,439,5,1.14
020771607,490,17,3.47
020771608,494,8,1.62
020771609,372,3,0.81
020771610,298,8,2.68
020771611,290,8,2.76
020771701,322,6,1.86
020771702,320,2,0.62
020771703,393,4,1.02
020771704,325,6,1.85
020771705,290,4,1.38
020771706,333,7,2.1
020771707,322,12,3.73
020771708,286,13,4.55
020771801,307,3,0.98
020771802,353,5,1.42
020771803,439,6,1.37
020771804,516,32,6.2
020771805,540,10,1.85
020771806,371,24,6.47
020771807,344,11,3.2
020771808,282,14,4.96
020771809,251,6,2.39
020771810,483,6,1.24
020771901,271,25,9.23
020771902,391,3,0.77
020771903,295,1,0.34
020771904,365,15,4.11
020771905,327,13,3.98
020771906,380,18,4.74
020771907,331,10,3.02
020771908,308,14,4.55
020771909,351,18,5.13
020772001,322,3,0.93
020772002,354,14,3.95
020772003,579,54,9.33
020772004,328,44,13.41
020772005,390,4,1.03
020772006,283,11,3.89
020772007,326,2,0.61
020772008,230,16,6.96
020772009,297,11,3.7
020772010,335,5,1.49
020772011,259,5,1.93
020772101,343,26,7.58
020772102,319,18,5.64
020772103,491,47,9.57
020772104,432,60,13.89
020772105,215,4,1.86
020772106,373,21,5.63
020772107,303,18,5.94
020772108,287,15,5.23
020772109,268,3,1.12
020772110,317,28,8.83
020772111,335,23,6.87
020772112,272,2,0.74
020772201,344,10,2.91
020772202,332,13,3.92
020772203,363,8,2.2
020772204,291,9,3.09
020772205,337,9,2.67
020772206,498,14,2.81
020772207,361,18,4.99
020772208,326,5,1.53
020772209,290,4,1.38
020772210,391,4,1.02
020772211,426,1,0.23
020840101,224,3,1.34
020840102,291,10,3.44
020840103,237,3,1.27
020840104,361,2,0.55
020840105,253,3,1.19
020840106,359,1,0.28
020840107,466,15,3.22
020840108,303,6,1.98
020840109,410,17,4.15
020840110,501,17,3.39
020840111,457,10,2.19
020840201,368,16,4.35
020840202,399,9,2.26
020840203,470,29,6.17
020840204,601,3,0.5
020840205,457,2,0.44
020840206,452,9,1.99
020840207,457,8,1.75
020840208,452,6,1.33
020840209,323,9,2.79
020840301,191,1,0.52
020840302,304,3,0.99
020840303,392,2,0.51
020840304,347,11,3.17
020840305,389,5,1.29
020840306,440,15,3.41
020840307,387,4,1.03
020840308,279,4,1.43
020840309,245,3,1.22
020840310,420,37,8.81
020840311,369,3,0.81
020840401,493,6,1.22
020840402,562,12,2.14
020840403,601,10,1.66
020840404,382,1,0.26
020840405,312,11,3.53
020840406,391,17,4.35
020840407,437,8,1.83
020840408,213,3,1.41
020840409,271,5,1.85
020840410,333,6,1.8
020840501,366,3,0.82
020840502,335,21,6.27
020840503,378,5,1.32
020840504,268,3,1.12
020840505,372,2,0.54
020840506,370,7,1.89
020840507,373,1,0.27
020840508,398,2,0.5
020840509,317,5,1.58
020840510,337,28,8.31
020840511,327,4,1.22
020840512,378,4,1.06
020840601,434,6,1.38
020840602,532,12,2.26
020840603,364,4,1.1
020840604,425,1,0.24
020840605,489,6,1.23
020840606,344,3,0.87
020840607,369,3,0.81
020840608,495,0,0.0
020840609,498,6,1.2
020840610,380,3,0.79
020840701,468,13,2.78
020840702,358,7,1.96
020840703,384,5,1.3
020840704,412,3,0.73
020840705,369,6,1.63
020840706,453,11,2.43
020840707,378,25,6.61
020840708,412,12,2.91
020840709,324,1,0.31
020840710,305,21,6.89
020840711,331,15,4.53
020840712,214,3,1.4
020840713,379,9,2.37
020840801,544,6,1.1
020840802,367,0,0.0
020840803,370,0,0.0
020840804,350,2,0.57
020840805,354,3,0.85
020840806,448,7,1.56
020840807,385,26,6.75
020840808,606,10,1.65
020840809,463,5,1.08
020840810,325,7,2.15
020840811,288,0,0.0
020840812,364,12,3.3
020840901,497,36,7.24
020840902,408,15,3.68
020840903,379,19,5.01
020840904,593,4,0.67
020840905,564,22,3.9
020840906,470,6,1.28
020840907,421,6,1.43
020840908,299,10,3.34
020841001,542,5,0.92
020841002,389,2,0.51
020841003,394,1,0.25
020841004,327,3,0.92
020841005,351,5,1.42
020841006,498,2,0.4
020841007,503,8,1.59
020841008,406,5,1.23
020841009,436,5,1.15
020841010,332,4,1.2
020841011,564,10,1.77
020841012,400,2,0.5
020841013,317,2,0.63
020841101,403,4,0.99
020841102,302,11,3.64
020841103,440,11,2.5
020841104,375,4,1.07
020841105,318,0,0.0
020841106,390,6,1.54
020841107,357,2,0.56
020841108,353,7,1.98
020841109,447,7,1.57
020841110,328,13,3.96
020841111,530,10,1.89
020841112,312,1,0.32
020841113,169,2,1.18
020841201,419,11,2.63
020841202,757,6,0.79
020841203,530,8,1.51
020841204,421,10,2.38
020841205,478,7,1.46
020841206,317,6,1.89
020841207,461,22,4.77
020841208,308,4,1.3
020841209,308,3,0.97
020841301,551,6,1.09
020841302,582,23,3.95
020841303,288,7,2.43
020841304,545,11,2.02
020841305,365,5,1.37
020841306,546,13,2.38
020841307,432,7,1.62
020841308,391,2,0.51
020841309,605,7,1.16
020841310,334,8,2.4
020841311,371,4,1.08
020841401,400,23,5.75
020841402,451,4,0.89
020841403,447,4,0.89
020841404,528,11,2.08
020841405,477,1,0.21
020841406,454,5,1.1
020841407,782,17,2.17
020841408,486,2,0.41
020841409,745,5,0.67
020841410,460,3,0.65
020841411,418,7,1.67
020841412,256,1,0.39
020841501,321,4,1.25
020841502,348,5,1.44
020841503,219,1,0.46
020841504,473,8,1.69
020841505,558,5,0.9
020841506,423,5,1.18
020841507,475,11,2.32
020841508,531,13,2.45
020841509,725,4,0.55
020841510,552,2,0.36
020841511,346,1,0.29
020841512,340,4,1.18
020841513,253,4,1.58
020841514,350,1,0.29
020841515,279,0,0.0
020841516,440,2,0.45
020841601,513,10,1.95
020841602,492,10,2.03
020841603,599,8,1.34
020841604,278,3,1.08
020841605,286,28,9.79
020841606,453,4,0.88
020841607,513,5,0.97
020841608,562,4,0.71
020841609,445,15,3.37
020841610,562,4,0.71
020841611,422,3,0.71
020841612,400,8,2.0
020841613,291,10,3.44
020841614,176,3,1.7
020841615,374,4,1.07
020841616,347,3,0.86
020841617,506,3,0.59
020841618,329,3,0.91
020841619,297,2,0.67
020841620,327,2,0.61
020841621,340,2,0.59
020841701,453,5,1.1
020841702,436,4,0.92
020841703,449,3,0.67
020841704,439,3,0.68
020841705,626,2,0.32
020841706,520,1,0.19
020841707,548,6,1.09
020841708,226,3,1.33
020841709,347,2,0.58
020841710,501,6,1.2
020841801,335,12,3.58
020841802,425,10,2.35
020841803,451,15,3.33
020841804,427,5,1.17
020841805,428,17,3.97
020841806,448,2,0.45
020841807,406,4,0.99
020841808,421,17,4.04
020841809,384,4,1.04
020841810,487,2,0.41
020841811,287,3,1.05
020841812,284,4,1.41
020841813,388,3,0.77
020841814,266,0,0.0
020841815,219,2,0.91
020841901,415,3,0.72
020841902,250,1,0.4
020841903,280,1,0.36
020841904,361,11,3.05
020841905,535,6,1.12
020841906,437,2,0.46
020841907,357,9,2.52
020841908,402,39,9.7
020841909,459,4,0.87
020841910,374,5,1.34
020841911,439,3,0.68
020841912,399,4,1.0
020841913,315,5,1.59
020842001,352,3,0.85
020842002,350,15,4.29
020842003,330,5,1.52
020842004,575,25,4.35
020842005,452,2,0.44
020842006,640,5,0.78
020842007,521,23,4.41
020842008,543,12,2.21
020842009,414,5,1.21
020842010,331,4,1.21
020842101,296,7,2.36
020842102,352,20,5.68
020842103,324,4,1.23
020842104,618,10,1.62
020842105,371,5,1.35
020842106,355,5,1.41
020842107,470,3,0.64
020842108,475,40,8.42
020842109,335,6,1.79
020842110,402,9,2.24
020842111,396,10,2.53
020842112,353,6,1.7
020842113,393,30,7.63
020842201,328,4,1.22
020842202,426,8,1.88
020842203,394,11,2.79
020842204,344,6,1.74
020842205,456,24,5.26
020842206,464,11,2.37
020842207,368,13,3.53
020842208,436,20,4.59
020842209,280,15,5.36
020842210,470,15,3.19
020842211,503,4,0.8
020842212,297,11,3.7
020842213,236,1,0.42
020842214,225,4,1.78
020842215,315,14,4.44
020910101,600,1,0.17
020910102,417,5,1.2
020910103,429,3,0.7
020910104,363,1,0.28
020910105,670,2,0.3
020910106,659,9,1.37
020910107,307,3,0.98
020910108,326,1,0.31
020910109,301,0,0.0
020910110,387,0,0.0
020910111,314,7,2.23
020910112,276,2,0.72
020910113,279,2,0.72
020910114,308,5,1.62
020910115,229,3,1.31
020910201,324,2,0.62
020910202,442,2,0.45
020910203,405,1,0.25
020910204,353,4,1.13
020910205,511,2,0.39
020910206,484,0,0.0
020910207,385,2,0.52
020910208,358,2,0.56
020910209,528,6,1.14
020910210,636,3,0.47
020910211,345,0,0.0
020910212,394,15,3.81
020910213,346,2,0.58
020910301,556,4,0.72
020910302,318,3,0.94
020910303,443,2,0.45
020910304,306,1,0.33
020910305,506,3,0.59
020910306,433,10,2.31
020910307,420,14,3.33
020910308,552,3,0.54
020910309,475,9,1.89
020910310,330,21,6.36
020910311,281,0,0.0
020910312,250,0,0.0
020910313,293,1,0.34
020910401,514,4,0.78
020910402,480,5,1.04
020910403,431,8,1.86
020910404,564,34,6.03
020910405,491,11,2.24
020910406,530,6,1.13
020910407,410,3,0.73
020910408,401,4,1.0
020910409,414,6,1.45
020910410,329,2,0.61
020910411,445,28,6.29
020910412,119,2,1.68
020910413,378,7,1.85
020910414,378,5,1.32
020910415,365,1,0.27
020910416,316,1,0.32
020910501,400,13,3.25
020910502,600,4,0.67
020910503,299,1,0.33
020910504,526,3,0.57
020910505,490,1,0.2
020910506,513,7,1.36
020910507,513,10,1.95
020910508,734,2,0.27
020910509,375,2,0.53
020910510,346,2,0.58
020910511,397,5,1.26
020910512,238,1,0.42
020910601,354,2,0.56
020910602,516,6,1.16
020910603,471,20,4.25
020910604,560,18,3.21
020910605,615,5,0.81
020910606,497,5,1.01
020910607,562,27,4.8
020910608,377,21,5.57
020910701,280,0,0.0
020910702,257,3,1.17
020910703,674,5,0.74
020910704,463,4,0.86
020910705,499,3,0.6
020910706,443,2,0.45
020910707,461,5,1.08
020910708,413,5,1.21
020910709,636,0,0.0
020910801,395,5,1.27
020910802,357,9,2.52
020910803,358,5,1.4
020910804,554,3,0.54
020910805,719,7,0.97
020910806,338,2,0.59
020910807,348,0,0.0
020910808,545,5,0.92
020910809,480,3,0.62
020910810,344,2,0.58
020910811,323,1,0.31
020910901,335,4,1.19
020910902,476,7,1.47
020910903,290,0,0.0
020910904,400,2,0.5
020910905,356,4,1.12
020910906,402,2,0.5
020910907,368,5,1.36
020910908,413,2,0.48
020910909,413,2,0.48
020910910,369,26,7.05
020910911,268,3,1.12
020911001,498,4,0.8
020911002,299,2,0.67
020911003,266,5,1.88
020911004,259,3,1.16
020911005,434,9,2.07
020911006,416,2,0.48
020911007,390,4,1.03
020911008,527,4,0.76
020911009,374,2,0.53
020911010,484,5,1.03
020911011,343,2,0.58
020911012,239,5,2.09
020911013,289,0,0.0
020911014,471,11,2.34
020911015,290,5,1.72
020911101,178,5,2.81
020911102,330,2,0.61
020911103,249,4,1.61
020911104,258,5,1.94
020911105,223,0,0.0
020911106,443,5,1.13
020911107,401,13,3.24
020911201,361,5,1.39
020911202,326,2,0.61
020911203,251,4,1.59
020911204,400,10,2.5
020911205,570,0,0.0
020911206,280,4,1.43
020911207,405,5,1.23
020911208,322,2,0.62
020911209,519,9,1.73
020911210,318,1,0.31
020911301,399,4,1.0
020911302,185,17,9.19
020911303,399,2,0.5
020911304,474,3,0.63
020911305,459,6,1.31
020911306,188,1,0.53
020911307,466,6,1.29
020911308,292,0,0.0
020911309,290,3,1.03
020911310,392,0,0.0
020911311,238,1,0.42
020911312,313,0,0.0
020911313,266,4,1.5
020911314,456,4,0.88
020911315,323,1,0.31
020911401,381,7,1.84
020911402,170,1,0.59
020911403,401,5,1.25
020911404,314,1,0.32
020911405,263,5,1.9
020911406,426,3,0.7
020911407,189,2,1.06
020911408,318,3,0.94
020911409,309,2,0.65
020911410,335,5,1.49
020911411,305,5,1.64
020911501,382,2,0.52
020911502,421,7,1.66
020911503,380,8,2.11
020911504,255,9,3.53
020911505,542,1,0.18
020911506,318,4,1.26
020911507,424,14,3.3
020911508,405,5,1.23
020911509,496,0,0.0
020911510,443,8,1.81
020911511,447,11,2.46
020911512,331,25,7.55
020911601,584,8,1.37
020911602,478,7,1.46
020911603,383,3,0.78
020911604,456,4,0.88
020911605,290,10,3.45
020911606,328,3,0.91
020911607,492,6,1.22
020911608,368,2,0.54
020911609,409,17,4.16
020911610,450,5,1.11
020911611,454,4,0.88
020911612,422,2,0.47
020911613,246,1,0.41
020911701,444,7,1.58
020911702,294,1,0.34
020911703,613,13,2.12
020911704,286,1,0.35
020911705,525,7,1.33
020911706,403,5,1.24
020911707,475,5,1.05
020911708,334,4,1.2
020911709,552,7,1.27
020911710,483,0,0.0
020911711,332,1,0.3
020911712,320,2,0.62
020911713,508,7,1.38
020911801,480,4,0.83
020911802,399,11,2.76
020911803,450,13,2.89
020911804,331,17,5.14
020911805,315,7,2.22
020911806,293,5,1.71
020911807,397,7,1.76
020911808,315,2,0.63
020911809,191,0,0.0
020911810,309,16,5.18
020911901,373,0,0.0
020911902,447,5,1.12
020911903,354,3,0.85
020911904,332,3,0.9
020911905,398,4,1.01
020911906,224,2,0.89
020911907,262,36,13.74
020911908,320,4,1.25
020911909,363,3,0.83
020911910,491,1,0.2
020911911,185,3,1.62
020911912,291,2,0.69
020912001,341,5,1.47
020912002,441,27,6.12
020912003,254,4,1.57
020912004,358,4,1.12
020912005,358,2,0.56
020912006,541,17,3.14
020912007,412,3,0.73
020912008,512,1,0.2
020912009,360,2,0.56
020912010,315,2,0.63
020912011,305,10,3.28
020912012,379,7,1.85
020912101,296,2,0.68
020912102,183,2,1.09
020912103,278,4,1.44
020912104,320,6,1.88
020912105,340,4,1.18
020912106,358,28,7.82
020912107,523,21,4.02
020912108,386,1,0.26
020912109,566,10,1.77
020912110,367,2,0.54
020912201,492,3,0.61
020912202,265,4,1.51
020912203,277,1,0.36
020912204,359,1,0.28
020912205,446,8,1.79
020912206,439,3,0.68
020912207,515,1,0.19
020912208,493,13,2.64
020912209,344,24,6.98
020912301,438,5,1.14
020912302,329,3,0.91
020912303,649,4,0.62
020912304,330,3,0.91
020912305,292,4,1.37
020912306,445,8,1.8
020912307,303,2,0.66
020912308,590,12,2.03
020912309,540,14,2.59
020912310,257,2,0.78
020912311,492,4,0.81
020912312,224,3,1.34
020912401,247,3,1.21
020912402,307,1,0.33
020912403,348,25,7.18
020912404,440,3,0.68
020912405,308,1,0.32
020912406,430,6,1.4
020912407,373,27,7.24
020912408,412,4,0.97
020912409,431,10,2.32
020912410,325,0,0.0
020912501,270,7,2.59
020912502,303,8,2.64
020912503,410,7,1.71
020912504,348,8,2.3
020912505,247,2,0.81
020912506,320,1,0.31
020912507,662,7,1.06
020912508,533,16,3.0
020912601,440,42,9.55
020912602,407,19,4.67
020912603,313,8,2.56
020912604,425,28,6.59
020912605,316,4,1.27
020912606,246,3,1.22
020912607,278,1,0.36
020912608,236,8,3.39
020912609,289,22,7.61
020912610,472,3,0.64
020912611,328,1,0.3
020912701,225,0,0.0
020912702,437,3,0.69
020912703,511,1,0.2
020912704,359,12,3.34
020912705,338,3,0.89
020912706,541,26,4.81
020912707,196,5,2.55
020912708,357,2,0.56
020912709,475,2,0.42
020912710,260,1,0.38
020912711,315,6,1.9
020912801,314,44,14.01
020912802,234,2,0.85
020912803,321,5,1.56
020912804,234,23,9.83
020912805,337,3,0.89
020912806,429,0,0.0
020912807,395,15,3.8
020912808,556,8,1.44
020912809,454,2,0.44
020912810,325,0,0.0
020912901,252,24,9.52
020912902,329,17,5.17
020912903,295,7,2.37
020912904,374,8,2.14
020912905,297,12,4.04
020912906,372,1,0.27
020912907,438,5,1.14
020912908,513,5,0.97
020912909,295,1,0.34
020912910,199,0,0.0
020912911,367,10,2.72
020980101,209,28,13.4
020980102,181,0,0.0
020980103,391,4,1.02
020980104,357,56,15.69
020980105,508,19,3.74
020980106,418,3,0.72
020980107,363,16,4.41
020980108,291,4,1.37
020980109,335,3,0.9
020980110,482,22,4.56
020980201,476,11,2.31
020980202,323,17,5.26
020980203,504,11,2.18
020980204,345,20,5.8
020980205,399,28,7.02
020980206,304,2,0.66
020980207,318,10,3.14
020980208,384,6,1.56
020980209,442,7,1.58
020980210,546,11,2.01
020980301,752,17,2.26
020980302,294,0,0.0
020980303,361,24,6.65
020980304,373,5,1.34
020980305,489,17,3.48
020980306,283,5,1.77
020980307,316,8,2.53
020980308,523,7,1.34
020980309,497,1,0.2
020980310,422,2,0.47
020980311,402,4,1.0
020980312,331,1,0.3
020980401,318,0,0.0
020980402,214,2,0.93
020980403,267,6,2.25
020980404,339,2,0.59
020980405,318,1,0.31
020980406,531,10,1.88
020980407,502,9,1.79
020980408,619,14,2.26
020980409,492,9,1.83
020980410,974,9,0.92
020980501,271,1,0.37
020980502,345,0,0.0
020980503,507,9,1.78
020980504,276,4,1.45
020980505,504,8,1.59
020980506,345,1,0.29
020980507,359,18,5.01
020980508,357,9,2.52
020980509,562,1,0.18
020980510,574,12,2.09
020980601,249,8,3.21
020980602,315,5,1.59
020980603,608,58,9.54
020980604,555,4,0.72
020980605,420,3,0.71
020980606,602,39,6.48
020980607,415,3,0.72
020980608,308,16,5.19
020980609,403,18,4.47
020980610,303,2,0.66
020980611,244,5,2.05
020980612,314,5,1.59
020980613,357,23,6.44
020980701,307,14,4.56
020980702,306,4,1.31
020980703,468,5,1.07
020980704,497,13,2.62
020980705,364,19,5.22
020980706,349,40,11.46
020980707,364,20,5.49
020980708,331,8,2.42
020980709,322,16,4.97
020980710,255,3,1.18
020980711,291,8,2.75
020980712,270,7,2.59
020980713,252,3,1.19
020980714,168,4,2.38
020980715,220,14,6.36
020980716,195,4,2.05
020980801,166,3,1.81
020980802,302,2,0.66
020980803,213,6,2.82
020980804,341,37,10.85
020980805,664,4,0.6
020980806,618,38,6.15
020980807,342,5,1.46
020980808,464,1,0.22
020980809,386,10,2.59
020980810,215,1,0.47
020980811,272,2,0.74
020980812,208,3,1.44
020980813,236,5,2.12
020980814,229,2,0.87
020980815,276,0,0.0
020980901,477,37,7.76
020980902,303,13,4.29
020980903,304,11,3.62
020980904,646,20,3.1
020980905,237,3,1.27
020980906,386,6,1.55
020980907,312,0,0.0
020980908,414,7,1.69
020980909,516,10,1.94
020980910,470,6,1.28
020980911,363,3,0.83
020980912,519,30,5.78
020980913,442,14,3.17
020980914,338,2,0.59
020980915,390,2,0.51
020980916,179,14,7.82
020981001,65,5,7.69
020981002,21,2,9.52
020981101,608,6,0.99
020981102,180,0,0.0
020981103,428,7,1.64
020981104,359,6,1.67
020981105,481,8,1.66
020981106,397,2,0.5
020981107,370,13,3.51
020981108,635,4,0.63
020981109,525,19,3.62
020981110,279,2,0.72
020981111,364,4,1.1
020981112,505,7,1.39
020981113,155,0,0.0
020981114,258,2,0.78
020981115,297,1,0.34
020981116,231,1,0.43
020981117,243,3,1.23
020981201,356,40,11.24
020981202,434,20,4.61
020981203,438,6,1.37
020981204,529,34,6.43
020981205,513,8,1.56
020981206,364,12,3.3
020981207,206,0,0.0
020981208,251,7,2.79
020981209,298,6,2.01
020981210,486,5,1.03
020981211,323,25,7.74
020981212,178,0,0.0
020981301,335,10,2.99
020981302,413,27,6.54
020981303,609,45,7.39
020981304,289,26,9.0
020981305,350,6,1.71
020981306,308,5,1.62
020981307,84,6,7.14
020981308,268,17,6.34
020981309,332,15,4.52
020981310,319,9,2.82
020981311,286,31,10.84
020981312,279,1,0.36
020981401,458,10,2.18
020981402,393,3,0.76
020981403,585,2,0.34
020981404,220,3,1.36
020981405,245,23,9.39
020981406,211,1,0.47
020981407,136,1,0.74
020981408,527,3,0.57
020981409,495,7,1.41
020981410,378,8,2.12
020981411,485,2,0.41
020981501,461,13,2.82
020981502,581,5,0.86
020981503,445,4,0.9
020981504,487,9,1.85
020981505,524,4,0.76
020981506,549,33,6.01
020981507,411,3,0.73
020981508,831,2,0.24
020981601,623,10,1.61
020981602,411,9,2.19
020981603,617,25,4.05
020981604,631,16,2.54
020981605,397,7,1.76
020981606,154,2,1.3
020981607,198,0,0.0
020981701,453,5,1.1
020981702,423,0,0.0
020981703,450,1,0.22
020981704,257,1,0.39
020981705,419,3,0.72
020981706,445,3,0.67
020981707,342,5,1.46
020981708,766,2,0.26
020981801,401,2,0.5
020981802,350,4,1.14
020981803,491,8,1.63
020981804,437,4,0.92
020981805,616,10,1.62
020981806,389,2,0.51
020981807,321,4,1.25
020981808,487,3,0.62
020981901,310,2,0.65
020981902,561,3,0.53
020981903,718,8,1.11
020981904,756,2,0.26
020981905,614,2,0.33
020982001,679,6,0.88
020982002,923,4,0.43
020982003,546,5,0.92
020982004,411,6,1.46
020982005,420,19,4.52
020982006,391,11,2.81
020982007,252,15,5.95
020982101,494,6,1.21
020982102,240,8,3.33
020982103,182,2,1.1
020982104,345,9,2.61
020982105,162,0,0.0
020982106,446,3,0.67
020982107,351,10,2.85
020982108,440,0,0.0
020982109,390,55,14.1
020982110,389,13,3.34
020982111,485,25,5.15
020982201,417,10,2.4
020982202,517,47,9.09
020982203,297,4,1.35
